name,id,artists,Cluster_PCA,R,G,B,opacity,noise,R_label,G_label,B_label,opacity_label,noise_label,atmosphere
PUFFIN ON ZOOTIEZ,1qMMYpVatbRITKCfq1gasi,Future,3,140,133,248,51,9.33955970647098,"따뜻한,","안정적인,","신비로운,","저명한,",깨끗한,"따뜻한, 안정적인, 신비로운, 저명한, 깨끗한"
Blank Space,1p80LdxRV74UKvL8gnD7ky,Taylor Swift,1,112,69,200,51,39.815432510562594,"밸런스 있는,","평온한,","신비로운,","저명한,",빈티지한,"밸런스 있는, 평온한, 신비로운, 저명한, 빈티지한"
Nothing's New,0EF1EE8zusg3Y869e56JFd,Rio Romeo,2,33,224,28,51,7.705136757838559,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
Doushite,6wGkomWcIw53tCdLa2rBfN,"TakaseToya, emi noda",4,190,154,103,51,6.871247498332221,"따뜻한,","안정적인,","중립적인,","저명한,",깨끗한,"따뜻한, 안정적인, 중립적인, 저명한, 깨끗한"
NEW MAGIC WAND,0fv2KH6hac06J86hBUTcSf,"Tyler, The Creator",3,185,100,112,51,21.32532799644208,"따뜻한,","평온한,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 평온한, 중립적인, 저명한, 약간의 빈티지한"
Until I Found You,0T5iIrXA4p5GsubkhuBIKV,Stephen Sanchez,2,61,228,70,51,12.00800533689126,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,"Aaron Smith, Krono, Luvli",3,164,126,178,51,39.693128752501664,"따뜻한,","평온한,","청량한,","저명한,",빈티지한,"따뜻한, 평온한, 청량한, 저명한, 빈티지한"
Dreamer,1ZDqT4opZa7bIOvn4u5CyX,Chaeum,2,26,186,232,50,7.327106960195686,"차가운,","안정적인,","신비로운,","저명한,",깨끗한,"차가운, 안정적인, 신비로운, 저명한, 깨끗한"
Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,Ariana Grande,4,130,131,140,51,33.46675561485435,"따뜻한,","안정적인,","청량한,","저명한,",약간의 빈티지한,"따뜻한, 안정적인, 청량한, 저명한, 약간의 빈티지한"
Sunday Best,1qYKWcEOrh2tM8PlgIm8K1,Surfaces,1,86,44,245,51,22.781854569713143,"밸런스 있는,","차분한,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 차분한, 신비로운, 저명한, 약간의 빈티지한"
can't sleep,638ZqDkW3jdwkla129O2MZ,Jang Beom June,2,37,211,70,50,15.476984656437626,"차가운,","활기찬,","중립적인,","저명한,",깨끗한,"차가운, 활기찬, 중립적인, 저명한, 깨끗한"
MAESTRO,2UE9XGbAzicJIyo4bB6sqM,SEVENTEEN,3,236,66,151,51,1.2119190571492109,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
어린왕자 The Little Prince,7AUwzJfMl574Sd6zbQStEm,RYEOWOOK,2,107,194,112,50,34.723148765843895,"밸런스 있는,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
Notion,0sTlGEld0h8kIPZaKDYUf4,The Rare Occasions,4,247,129,9,51,10.985101178563486,"강렬한,","안정적인,","무거운,","저명한,",깨끗한,"강렬한, 안정적인, 무거운, 저명한, 깨끗한"
It Almost Worked,4NUhcsz9E1LrBe8nXLZqzp,TV Girl,4,238,97,146,51,17.433844785412496,"강렬한,","평온한,","청량한,","저명한,",깨끗한,"강렬한, 평온한, 청량한, 저명한, 깨끗한"
"Endless dream, good night",1Tn3BfNkoQio5yL0ZbO2z8,AKMU,2,24,205,195,50,19.868801423171004,"차가운,","활기찬,","신비로운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 신비로운, 저명한, 약간의 빈티지한"
HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,Travis Scott,3,26,172,99,51,19.76873471203024,"차가운,","안정적인,","중립적인,","저명한,",약간의 빈티지한,"차가운, 안정적인, 중립적인, 저명한, 약간의 빈티지한"
Animals,3h4T9Bg8OVSUYa6danHeH5,Maroon 5,4,240,110,7,51,37.55837224816544,"강렬한,","평온한,","무거운,","저명한,",약간의 빈티지한,"강렬한, 평온한, 무거운, 저명한, 약간의 빈티지한"
Todo De Ti,3rdAz1fbUfZxYgaCviYhRo,Rauw Alejandro,3,168,169,213,51,10.896152990882811,"따뜻한,","안정적인,","신비로운,","저명한,",깨끗한,"따뜻한, 안정적인, 신비로운, 저명한, 깨끗한"
Peanut butter Sandwich,3A76bRRuVaIJrV8mrVeb21,jisokuryClub,2,86,147,99,50,5.270180120080053,"밸런스 있는,","안정적인,","중립적인,","저명한,",깨끗한,"밸런스 있는, 안정적인, 중립적인, 저명한, 깨끗한"
like i need u,7ivYWXqrPLs66YwakDuSim,keshi,2,66,171,195,51,23.382254836557703,"밸런스 있는,","안정적인,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 신비로운, 저명한, 약간의 빈티지한"
Antifreeze,1osW08ygBwopWmjWzqWbfJ,Yerin Baek,2,117,197,185,50,11.9079386257505,"밸런스 있는,","활기찬,","청량한,","저명한,",깨끗한,"밸런스 있는, 활기찬, 청량한, 저명한, 깨끗한"
We Might Even Be Falling In Love (Interlude),4rCuwgRRKaIiHlHDc8Bga6,Victoria Monét,1,41,80,207,51,16.344229486324217,"차가운,","평온한,","신비로운,","저명한,",깨끗한,"차가운, 평온한, 신비로운, 저명한, 깨끗한"
euphoria,77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,4,152,158,236,51,1.200800533689126,"따뜻한,","안정적인,","신비로운,","저명한,",깨끗한,"따뜻한, 안정적인, 신비로운, 저명한, 깨끗한"
Antidote,1wHZx0LgzFHyeIZkUydNXq,Travis Scott,4,97,154,175,51,36.34645319101623,"밸런스 있는,","안정적인,","청량한,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 청량한, 저명한, 약간의 빈티지한"
Everyday Feels Like Sunday,1GTn7gpcSSP7yHkiAPHUWw,"Jesse Barrera, Albert Posis",3,38,198,178,51,8.32777407160329,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
NO PAIN,01d3IKaDzqxP50zPZnAkT9,Silica Gel,2,57,121,56,50,8.027573938181009,"차가운,","평온한,","무거운,","저명한,",깨끗한,"차가운, 평온한, 무거운, 저명한, 깨끗한"
Ransom,1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,3,199,138,192,51,20.1578830331332,"강렬한,","안정적인,","신비로운,","저명한,",약간의 빈티지한,"강렬한, 안정적인, 신비로운, 저명한, 약간의 빈티지한"
Thirsty,6nICBdDevG4NZysIqDFPEa,aespa,1,133,160,132,51,5.181231932399378,"따뜻한,","안정적인,","청량한,","저명한,",깨끗한,"따뜻한, 안정적인, 청량한, 저명한, 깨끗한"
Little Do You Know,1almCHdsfikRPfVB9VrEdT,Alex & Sierra,2,43,216,53,51,40.04892150322437,"차가운,","활기찬,","무거운,","저명한,",빈티지한,"차가운, 활기찬, 무거운, 저명한, 빈티지한"
Charleston Girl (Live),3R6yNicsZrWF8ybl02imcB,Tyler Childers,4,175,185,18,51,24.905492550589283,"따뜻한,","안정적인,","무거운,","저명한,",약간의 빈티지한,"따뜻한, 안정적인, 무거운, 저명한, 약간의 빈티지한"
"Siren Remix (Feat. UNEDUCATED KID, Paul Blanco)",2S9FuNX2H2cCwxcIoTUtbM,"HOMIES, Uneducated Kid, Paul Blanco",1,112,196,192,50,13.842561707805205,"밸런스 있는,","활기찬,","신비로운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 신비로운, 저명한, 깨끗한"
Cherry Wine - Live,1C042FLYy7rP3MfnkOcnha,Hozier,0,4,245,26,51,40.23793640204581,"차가운,","활기찬,","무거운,","저명한,",빈티지한,"차가운, 활기찬, 무거운, 저명한, 빈티지한"
This Town,0qvzXomUDJVaUboy2wMfiS,Niall Horan,2,43,230,148,51,27.707360462530577,"차가운,","활기찬,","청량한,","저명한,",약간의 빈티지한,"차가운, 활기찬, 청량한, 저명한, 약간의 빈티지한"
Fuck Off,2VLBFbisZN8YznuGJAOEQg,Pr!d3,4,147,143,75,50,17.545030020013343,"따뜻한,","안정적인,","중립적인,","저명한,",깨끗한,"따뜻한, 안정적인, 중립적인, 저명한, 깨끗한"
Bang!,4SQLQfcR0vhyIN4uPBlc0d,AJR,3,105,27,190,51,13.775850567044696,"밸런스 있는,","차분한,","청량한,","저명한,",깨끗한,"밸런스 있는, 차분한, 청량한, 저명한, 깨끗한"
Welcome to the Show,3BMAWsBp4jc35mCmebC3WT,DAY6,4,188,108,97,51,1.6788970424727596,"따뜻한,","평온한,","중립적인,","저명한,",깨끗한,"따뜻한, 평온한, 중립적인, 저명한, 깨끗한"
bad idea right?,3IX0yuEVvDbnqUwMBB3ouC,Olivia Rodrigo,3,227,9,116,51,3.813653546808984,"강렬한,","차분한,","중립적인,","저명한,",깨끗한,"강렬한, 차분한, 중립적인, 저명한, 깨끗한"
What Ifs (feat. Lauren Alaina),7zVCrzzEJU7u24sbJPXA5W,"Kane Brown, Lauren Alaina",4,195,29,107,51,31.287525016677787,"강렬한,","차분한,","중립적인,","저명한,",약간의 빈티지한,"강렬한, 차분한, 중립적인, 저명한, 약간의 빈티지한"
ocean eyes,2uIX8YMNjGMD7441kqyyNU,Billie Eilish,2,61,243,44,51,31.44318434511897,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,"Metro Boomin, 21 Savage",3,21,230,224,51,23.460084500778297,"차가운,","활기찬,","신비로운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 신비로운, 저명한, 약간의 빈티지한"
light,4i2T7Nm4Q72sNnSlGADSm6,wave to earth,1,74,73,27,51,19.26840115632644,"밸런스 있는,","평온한,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 무거운, 저명한, 약간의 빈티지한"
POLE STAR,3aGHmUBtHi4LMTTh344UFU,Marc Polo,1,229,26,197,50,34.65643762508339,"강렬한,","차분한,","신비로운,","저명한,",약간의 빈티지한,"강렬한, 차분한, 신비로운, 저명한, 약간의 빈티지한"
GIRLFRIEND,0FRVxxD5ZaLVnlwI9nxkqP,BIGBANG,3,142,116,112,50,31.165221258616857,"따뜻한,","평온한,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 평온한, 중립적인, 저명한, 약간의 빈티지한"
Break Free,12KUFSHFgT0XCoiSlvdQi4,"Ariana Grande, Zedd",3,162,121,153,51,40.549255058928175,"따뜻한,","평온한,","청량한,","저명한,",빈티지한,"따뜻한, 평온한, 청량한, 저명한, 빈티지한"
Control Me,1ffNBM0LCbHya4SezmmAH8,Colde,3,95,182,116,51,20.09117189237269,"밸런스 있는,","안정적인,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 중립적인, 저명한, 약간의 빈티지한"
Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,4,221,42,88,51,39.41516566599955,"강렬한,","차분한,","중립적인,","저명한,",빈티지한,"강렬한, 차분한, 중립적인, 저명한, 빈티지한"
Lie,7AY5AVDNEvjSGcpdRkMJIa,BTS,3,147,69,70,50,31.876806760062266,"따뜻한,","평온한,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 평온한, 중립적인, 저명한, 약간의 빈티지한"
Love Maze,6btPDUYOZDLfThav4HfRL3,BTS,1,241,22,122,50,25.372470535912832,"강렬한,","차분한,","중립적인,","저명한,",약간의 빈티지한,"강렬한, 차분한, 중립적인, 저명한, 약간의 빈티지한"
Interlude : Dawn,56tf3cHQkwmvoplotk5QXd,Agust D,0,18,251,4,51,5.370246831220814,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
예뻤어,3HAkoNmThZhyFejhpRXXYI,DAY6,4,175,104,38,50,29.208361129641983,"따뜻한,","평온한,","무거운,","저명한,",약간의 빈티지한,"따뜻한, 평온한, 무거운, 저명한, 약간의 빈티지한"
Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",4,120,184,197,51,25.605959528574605,"밸런스 있는,","안정적인,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 신비로운, 저명한, 약간의 빈티지한"
Stir Fry,2UVbBKQOdFAekPTRsnkzcf,Migos,4,248,68,232,51,26.617745163442294,"강렬한,","평온한,","신비로운,","저명한,",약간의 빈티지한,"강렬한, 평온한, 신비로운, 저명한, 약간의 빈티지한"
"너, 너",1twfAviUiBwfLOzfMfEluq,The Stray,2,48,210,47,50,34.27840782744052,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
RUNNING OUT OF TIME,5QvBXUm5MglLJ3iBfTX2Wo,"Tyler, The Creator",2,24,189,15,51,21.32532799644208,"차가운,","안정적인,","무거운,","저명한,",약간의 빈티지한,"차가운, 안정적인, 무거운, 저명한, 약간의 빈티지한"
High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,1,183,71,88,51,24.98332221480988,"따뜻한,","평온한,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 평온한, 중립적인, 저명한, 약간의 빈티지한"
Exchange,43PuMrRfbyyuz4QpZ3oAwN,Bryson Tiller,4,97,144,62,51,36.03513453413387,"밸런스 있는,","안정적인,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 무거운, 저명한, 약간의 빈티지한"
4 Walls,2YkjXEab4USTV9uuAgC90E,f(x),3,214,172,187,51,35.757171447631755,"강렬한,","안정적인,","청량한,","저명한,",약간의 빈티지한,"강렬한, 안정적인, 청량한, 저명한, 약간의 빈티지한"
Left Hand Free,4iEOVEULZRvmzYSZY2ViKN,alt-J,1,195,108,162,51,40.20458083166555,"강렬한,","평온한,","청량한,","저명한,",빈티지한,"강렬한, 평온한, 청량한, 저명한, 빈티지한"
Supernova,2VdSktBqFfkW7y6q5Ik4Z4,aespa,3,168,104,192,51,0.9006004002668445,"따뜻한,","평온한,","신비로운,","저명한,",깨끗한,"따뜻한, 평온한, 신비로운, 저명한, 깨끗한"
Feelings,6r3duEAfFTH83DuoywkG20,Lauv,2,36,143,164,51,18.05648209917723,"차가운,","안정적인,","청량한,","저명한,",깨끗한,"차가운, 안정적인, 청량한, 저명한, 깨끗한"
Real Love Baby,0Z57YWES04xGh3AImDz6Qr,Father John Misty,4,239,60,27,51,32.721814543028685,"강렬한,","차분한,","무거운,","저명한,",약간의 빈티지한,"강렬한, 차분한, 무거운, 저명한, 약간의 빈티지한"
Ashes,3Pj6u2KTgepyyidp5xfbHp,Stellar,3,112,100,172,51,17.41160773849233,"밸런스 있는,","평온한,","청량한,","저명한,",깨끗한,"밸런스 있는, 평온한, 청량한, 저명한, 깨끗한"
"always, i'll care",0rbKrBvZUYY9GN9l057BuY,Jeremy Zucker,2,14,199,185,51,17.589504113853682,"차가운,","활기찬,","청량한,","저명한,",깨끗한,"차가운, 활기찬, 청량한, 저명한, 깨끗한"
Home,71nnhckUPfuphvyYJx6l01,Luke Chiang,2,20,146,229,51,20.002223704692017,"차가운,","안정적인,","신비로운,","저명한,",약간의 빈티지한,"차가운, 안정적인, 신비로운, 저명한, 약간의 빈티지한"
BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,"Central Cee, Lil Baby",3,197,62,247,51,0.9450744941071826,"강렬한,","차분한,","신비로운,","저명한,",깨끗한,"강렬한, 차분한, 신비로운, 저명한, 깨끗한"
Light It Up,6ibayfvVOby1NSKJFohtZp,"Robin Hustin, TobiMorrow, Jex",3,242,163,146,51,24.43851456526573,"강렬한,","안정적인,","청량한,","저명한,",약간의 빈티지한,"강렬한, 안정적인, 청량한, 저명한, 약간의 빈티지한"
Smeraldo Garden Marching Band (feat. Loco),1kPhV0KQui1phEpjnWIqUN,"Jimin, Loco",1,204,26,221,51,0.5448076495441405,"강렬한,","차분한,","신비로운,","저명한,",깨끗한,"강렬한, 차분한, 신비로운, 저명한, 깨끗한"
Let's Eat Together (feat.YOON BOMI of Apink),6dy31xfy9MkOV8eMYT0QFk,"Yoon Hyun Sang, YOON BOMI",1,92,140,226,50,36.12408272181455,"밸런스 있는,","안정적인,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 신비로운, 저명한, 약간의 빈티지한"
Highway in the Gale,0sYuhKQqpr1cnq6H8NJs0J,Yoo Jung Seok,4,250,36,30,50,18.8681343117634,"강렬한,","차분한,","무거운,","저명한,",깨끗한,"강렬한, 차분한, 무거운, 저명한, 깨끗한"
Black Mamba,1t2qYCAjUAoGfeFeoBlK51,aespa,1,195,82,60,51,15.210140093395598,"강렬한,","평온한,","무거운,","저명한,",깨끗한,"강렬한, 평온한, 무거운, 저명한, 깨끗한"
홍대 재즈클럽에서 네 자취방까지,5nrLGoCVFSxkJPXf6wESud,C.Park,3,64,149,252,50,28.874805425839448,"밸런스 있는,","안정적인,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 신비로운, 저명한, 약간의 빈티지한"
Into You,63y6xWR4gXz7bnUGOk8iI6,Ariana Grande,3,147,104,112,51,33.46675561485435,"따뜻한,","평온한,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 평온한, 중립적인, 저명한, 약간의 빈티지한"
King Kunta,0N3W5peJUQtI4eyR6GJT5O,Kendrick Lamar,3,117,71,248,51,38.25883922615077,"밸런스 있는,","평온한,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 신비로운, 저명한, 약간의 빈티지한"
Heartache Medication,5qdQPrWmZv8xYhMJCDrdHF,Jon Pardi,1,154,24,112,51,19.846564376250832,"따뜻한,","차분한,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 차분한, 중립적인, 저명한, 약간의 빈티지한"
Let You Break My Heart Again,709p9UGPAuyImWf1Z3vjRo,"Laufey, Philharmonia Orchestra",0,5,252,8,51,12.219257282632867,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
Gentleman,7c4YDH3Pi2tMSbhxYyaxtk,PSY,1,164,54,247,50,43.13987102512786,"따뜻한,","차분한,","신비로운,","저명한,",빈티지한,"따뜻한, 차분한, 신비로운, 저명한, 빈티지한"
기억해줘요 내 모든 날과 그때를,3OqE4AVDie6l1gjoXGAQQR,Gummy,2,105,234,21,51,20.4469646430954,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
"You, Clouds, Rain",6FZAc2XaVYc8G8jaDnBshv,"HEIZE, Shin Yong Jae",2,43,221,56,51,28.997109183900378,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Sky,29TPjc8wxfz4XMn21O7VsZ,Playboi Carti,1,241,116,219,51,14.787636201912386,"강렬한,","평온한,","신비로운,","저명한,",깨끗한,"강렬한, 평온한, 신비로운, 저명한, 깨끗한"
BAE BAE,3miMeSGd7rzJEtuhQnzm0f,BIGBANG,4,147,84,159,51,31.165221258616857,"따뜻한,","평온한,","청량한,","저명한,",약간의 빈티지한,"따뜻한, 평온한, 청량한, 저명한, 약간의 빈티지한"
4 Seasons(1.12),4bjFq0GBM3UxCortwNuDEg,YANGHONGWON,1,130,54,148,50,12.830776072937514,"따뜻한,","차분한,","청량한,","저명한,",깨끗한,"따뜻한, 차분한, 청량한, 저명한, 깨끗한"
Dark Side,3nXIDP1lasZZTCgrxbbHEE,DJ.Ted,1,157,52,197,50,19.25728263286636,"따뜻한,","차분한,","신비로운,","저명한,",약간의 빈티지한,"따뜻한, 차분한, 신비로운, 저명한, 약간의 빈티지한"
Karma,2s0UNcumDtAj7rKPZ4zjeO,달의하루,3,242,39,105,50,17.900822770736045,"강렬한,","차분한,","중립적인,","저명한,",깨끗한,"강렬한, 차분한, 중립적인, 저명한, 깨끗한"
These Tears,1Nt4hDwC9bGT8P9NU5TuFX,Andy Grammer,1,46,87,180,51,6.459862130309095,"차가운,","평온한,","청량한,","저명한,",깨끗한,"차가운, 평온한, 청량한, 저명한, 깨끗한"
